days online,duration,tags in title,title length,description length,tag count,comment count/days online,times viewed/days online,title emoji count,description emoji count,VADER sentiment,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,December,February,January,April,August,July,June,March,May,November,October,September,times liked
1670,439,4,39,2530,13,0.036526946,2.479640719,1,35,0.9932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,195
1672,468,3,36,2926,19,3.215909091,518.6477273,1,46,0.9932,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29185
1679,572,2,38,2711,17,0.435378201,63.94580107,0,35,0.9917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2760
1686,458,3,37,2537,17,0.059311981,2.648873072,0,35,0.9915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,251
1694,624,3,29,2709,25,0.366587957,37.76033058,0,37,0.9935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3246
1701,609,9,75,2511,23,0.050558495,2.949441505,1,35,0.9909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,252
1708,179,3,29,3346,22,0.171545667,17.58079625,0,46,0.9958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1218
1709,916,7,41,2514,17,0.018139263,0.941486249,1,36,0.9926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110
1715,560,4,43,2472,20,0.089795918,3.96851312,1,35,0.9918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,408
1722,390,3,38,2496,20,0.110336818,5.834494774,0,33,0.9937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514
1728,778,6,54,3069,26,0.037037037,4.441550926,0,40,0.9937,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150
1729,867,4,33,3401,24,0.139386929,7.060150376,0,42,0.9947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,546
1736,564,2,37,3118,24,0.198156682,10.71428571,0,41,0.9942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,783
1743,551,3,48,3231,22,0.127940333,5.839931153,0,41,0.9934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,535
1750,531,4,35,2509,22,0.637142857,42.66114286,0,33,0.9918,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3288
1757,1324,3,30,3107,18,0.167899829,11.26863973,0,41,0.9947,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,973
1764,585,4,41,2437,21,0.048752834,0.554421769,0,36,0.9926,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55
1771,458,5,73,2515,20,0.038396386,2.017504235,1,36,0.9961,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121
1771,766,7,42,3081,24,0.138904574,12.40316206,0,41,0.9944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,793
1774,477,6,76,3114,13,0.018038331,0.657271702,0,42,0.9936,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,91
1778,523,5,77,3149,19,0.297525309,21.35320585,0,40,0.9936,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1212
1785,233,4,76,3016,22,0.035294118,1.076190476,1,39,0.9936,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92
1792,220,8,67,2863,22,0.123325893,9.257254464,0,42,0.9919,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,612
1799,466,6,67,2843,25,0.051695386,3.967204002,2,45,0.9929,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,310
1811,429,0,25,2757,15,0.012147985,1.028161237,1,42,0.9886,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91
1813,485,2,18,2901,19,0.084390513,11.38554881,1,46,0.9913,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,884
1820,370,3,21,2882,13,0.364285714,39.49505495,0,45,0.9899,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2120
1827,404,3,51,2780,17,0.081007115,5.340996169,0,42,0.9889,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611
1834,456,5,30,2905,18,0.127589967,10.79334787,1,49,0.9886,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1206
1840,437,5,59,3077,23,0.033695652,2.156521739,0,53,0.9905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,171
1862,410,7,72,2844,19,0.104189044,11.39312567,0,44,0.9888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,817
1882,1754,7,61,2809,18,0.168437832,13.35281615,1,45,0.9899,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,906
1890,323,2,32,2671,15,0.012169312,0.734920635,0,42,0.9886,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63
1897,516,4,74,2810,18,0.060622035,10.43753295,0,47,0.9889,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,425
1904,336,7,74,2889,19,0.119222689,15.65913866,0,50,0.9886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1242
1917,671,7,69,2778,16,0.193009911,27.18727178,0,44,0.9947,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1533
1924,289,8,66,2803,14,0.272349272,25.4495842,1,46,0.9903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1758
1945,483,5,68,2744,15,0.137789203,14.25244216,1,44,0.9857,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1053
1952,377,1,35,2775,18,0.068647541,11.34784836,0,47,0.9886,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,520
1959,253,5,69,2756,17,0.125574273,9.374170495,1,49,0.9902,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,603
1966,287,7,62,2726,20,0.109359105,6.195320448,0,43,0.9859,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,539
1980,316,2,60,3057,17,0.021717172,3.037373737,5,55,0.989,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,295
1987,253,4,48,2524,19,0.311524912,37.4308002,0,34,0.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2477
1994,503,3,68,2736,16,0.045135406,5.518555667,0,44,0.9873,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,318
2008,155,6,82,2732,11,0.019422311,1.010956175,1,46,0.9896,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139
2022,214,7,78,2675,12,0.028684471,2.854599407,4,47,0.9888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203
2029,380,8,66,2716,16,0.100542139,9.119270577,1,47,0.9869,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,636
2036,245,5,85,2797,11,0.069253438,5.046660118,1,48,0.9889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228
2050,391,5,69,2709,11,0.022926829,0.62195122,1,46,0.9886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48
2058,286,6,59,2764,15,0.059766764,0.905733722,1,45,0.9872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70
2065,339,4,33,2473,20,0.46440678,110.0687651,0,34,0.9928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1986
2072,266,6,77,2737,12,0.215250965,14.36969112,2,53,0.9901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,993
2078,128,3,90,2700,13,0.02213667,1.060635226,2,48,0.9896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97
2086,152,6,64,2706,14,0.12991371,9.310642378,0,46,0.9898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,415
2093,1156,6,72,2641,20,0.056378404,2.883420927,1,44,0.9895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188
2121,1783,1,43,2522,18,0.009429514,0.315888732,0,42,0.9911,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
2123,605,3,57,2623,23,0.009891663,0.384832784,0,42,0.9892,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
2142,1077,3,37,2540,22,0.007936508,0.388888889,0,42,0.9913,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28
2144,203,1,39,2515,21,0.005130597,0.518190299,0,41,0.9908,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34
2151,163,5,72,2566,15,0.053928405,5.990701999,1,46,0.9892,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,309
2154,127,2,67,2520,15,0.018570102,1.335190344,1,41,0.9895,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92
2156,289,2,36,2513,14,0.006493506,0.335343228,0,46,0.9962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34
2163,112,2,65,2602,18,0.094775774,7.624133148,0,44,0.9892,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,751
2170,218,5,70,2572,12,0.244239631,13.47096774,0,43,0.9892,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1235
2182,191,3,54,2909,20,0.056828598,9.610907424,0,44,0.9924,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,579
2191,322,6,64,2731,16,0.014148791,1.18804199,0,43,0.9923,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115
2198,384,4,66,2053,19,0.028207461,1.41810737,1,37,0.9741,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,151
2211,157,3,42,2444,23,0.02351877,0.999547716,0,43,0.9901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,137
2233,245,5,69,2622,17,0.016121809,2.4169279,1,43,0.9902,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,272
2239,187,3,63,2609,19,0.048682448,5.607860652,1,43,0.9894,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,456
2246,206,0,72,2518,20,0.018254675,2.022707035,2,42,0.9892,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,202
2252,241,4,70,2862,18,0.047957371,8.725133215,0,50,0.9915,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,617
2261,208,2,56,2566,18,0.012383901,0.411322424,2,46,0.9904,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78
2275,185,4,41,2487,17,0.045274725,4.34021978,0,41,0.9867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,342
2282,329,6,62,2489,18,0.118755478,6.618317266,0,42,0.9895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,664
2288,233,3,50,2537,23,0.075174825,6.165646853,1,44,0.9892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,384
2296,238,4,63,2564,17,0.038763066,1.49956446,2,45,0.9892,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,162
2302,260,2,59,2064,14,0.020417029,1.43570808,1,34,0.9678,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,165
2310,346,2,59,2064,17,0.038095238,3.670995671,0,34,0.9678,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,346
2317,496,4,57,2551,14,0.019853259,0.868795857,2,48,0.9892,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96
2324,220,0,40,2500,7,0.155335628,28.53270224,0,36,0.9926,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1910
2331,161,5,65,2543,18,0.039039039,2.791076791,0,48,0.9914,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140
2345,170,2,77,2474,19,0.040511727,1.651172708,0,45,0.9919,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,180
2380,1047,1,35,2461,19,0.216386555,17.44201681,1,36,0.9918,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,636
2392,189,4,80,2481,20,0.015886288,2.237876254,1,43,0.9903,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35
2415,235,3,54,2468,17,0.060455487,15.26956522,4,35,0.9909,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,579
2429,823,4,56,2391,19,0.149032524,20.94689172,0,31,0.992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1778
2441,209,2,58,2010,19,0.007374027,0.677591151,0,33,0.9785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
2443,287,4,55,1965,18,0.013917315,1.961932051,1,35,0.9738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140
2458,466,5,68,1882,12,0.062652563,6.158665582,1,29,0.9678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,250
2569,835,0,40,1733,6,0.004671078,1.590891397,0,25,0.9589,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39
2642,164,0,35,151,2,0.002271007,0.290688872,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26
2688,229,1,27,330,8,0.004464286,1.795386905,0,6,0.4404,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135
2696,210,2,64,2442,17,0.055267062,15.00704748,0,32,0.9918,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,649
2718,193,2,27,1100,19,0.013612951,2.272626932,0,20,0.7269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,245
2721,317,1,36,439,12,0.006982727,1.495038589,0,9,0.9422,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,138
3010,285,0,23,311,7,0.003322259,0.756478405,1,6,0.4767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75
3043,184,2,39,1873,10,0.047650345,5.27834374,0,29,0.9589,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,457
3054,263,1,22,256,7,0.006221349,0.91486575,1,5,0.8684,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,80
3061,221,2,72,2682,12,0.022214962,2.127736034,2,45,0.9902,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,172
3067,264,0,29,2434,12,0.104010434,18.34202804,0,34,0.9878,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1346
3075,321,1,44,1816,11,0.054634146,3.939837398,1,28,0.9493,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,321
3082,288,0,51,2466,18,0.052887735,10.59409474,1,33,0.9909,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,745
3089,568,1,62,2448,18,0.058595015,8.960505018,0,32,0.992,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,790
3123,317,3,49,1823,19,0.006083894,1.847582453,1,27,0.9589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,139
3243,55,2,79,2419,18,0.997224792,320.7631822,2,30,0.9914,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13230
