days online,duration,tags in title,title length,description length,tag count,comment count/days online,times viewed/days online,title emoji count,description emoji count,VADER sentiment,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,December,June,October,January,February,March,April,May,July,August,September,November
0.7843995451296306,0.2770903255803416,1.1573495442882624,-0.19579364701832208,0.4368929696991424,1.5386444198977254,-0.41580360615260836,-0.21313986430002743,-0.7512497854339835,-0.27255282989072943,0.9925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7888574785448299,-0.3071219915216168,0.0711570516729194,-0.264869832378779,0.42026621125867986,-0.0026034592553262027,-0.027294939937808464,0.44855084687962926,-0.7512497854339835,-0.11891746407843515,0.9918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7932966416584916,-0.18533504995460612,0.6828689408562503,-0.264869832378779,0.5112243603741511,0.19005252563880526,-0.175133592433223,0.6426645353496079,-0.7512497854339835,0.03471790173385915,0.9919,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7964560677024857,-0.03059008282266544,1.1573495442882624,-0.4030222030996927,0.36256157902413355,-0.3879154290435891,-0.5607349212146379,-0.7910733494046055,0.4594758215812203,-0.3237646184948275,0.9932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8021192846241081,0.24326579523776048,0.0711570516729194,-0.4720983884601496,0.5395876541843518,0.3827085105329367,0.4758550052473686,1.490477629740421,-0.7512497854339835,-0.3237646184948275,0.9917,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8065030734011467,0.013245236437052128,0.6828689408562503,-0.5411745738206065,0.36940789132314755,0.3827085105329367,-0.4915001023290131,-0.7540514033186596,-0.7512497854339835,-0.3237646184948275,0.9915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8114908990584625,0.3333368156787509,0.6828689408562503,-1.0937840567042616,0.5376315649560621,1.9239563896859884,0.3194801594791854,1.0880905452005911,-0.7512497854339835,-0.22134104128663135,0.9935,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8158359730762248,0.3081477970054878,2.6312209179502157,2.0837204698767553,0.3439787313553814,1.5386444198977254,-0.5179207457920494,-0.6923427580791612,0.4594758215812203,-0.3237646184948275,0.9909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8201632132600976,-0.9573871064801821,0.6828689408562503,-1.0937840567042616,1.160645984166333,1.345988435003594,-0.17084819245153965,0.5148863821046638,-0.7512497854339835,0.23956505615025153,0.9958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8207799431296241,0.7308372963075259,2.1567403145182027,-0.264869832378779,0.34691286519781594,0.3827085105329367,-0.6177268002448172,-1.245941664710283,0.4594758215812203,-0.27255282989072943,0.9926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.824472765405541,0.2213200672038151,1.1573495442882624,-0.12671746165786518,0.30583499140373216,0.9606764652153311,-0.40116477632278363,-0.5133918878218369,0.4594758215812203,-0.3237646184948275,0.9918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8287647735274231,-0.1530135673322309,0.6828689408562503,-0.4720983884601496,0.3293080621432086,0.9606764652153311,-0.34170834256917565,-0.2648120472542066,-0.7512497854339835,-0.42618819570302374,0.9937,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8324297819060968,0.5617231102988737,1.8728062488620298,0.6331205773071605,0.889727626048209,2.1166123745801197,-0.559168365370506,-0.44249374328132735,-0.7512497854339835,-0.06770567547433705,0.9937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8330393798889028,0.6738953151083068,1.1573495442882624,-0.817479315262434,1.2144384379443,1.731300404791857,-0.25947302092089236,-0.13621983304896923,-0.7512497854339835,0.03471790173385915,0.9947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8372967250297229,0.22868703917689534,0.0711570516729194,-0.5411745738206065,0.9376518121413068,1.731300404791857,-0.09933246682199577,0.15524882109209803,-0.7512497854339835,-0.016493886870238946,0.9942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8415369477939337,0.2045504788850373,0.6828689408562503,0.21866346514441926,1.048170853539675,1.345988435003594,-0.29162305864404936,-0.2641921868683163,-0.7512497854339835,-0.016493886870238946,0.9934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8457601853570647,0.16628425659891094,1.1573495442882624,-0.6793269445415203,0.34202264212709166,1.345988435003594,0.8946401829543305,1.1809088296462558,-0.7512497854339835,-0.42618819570302374,0.9918,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8499665732527519,1.1124778613020263,0.6828689408562503,-1.0247078713438047,0.9268933213857133,0.5753644954270681,-0.18077250514271456,0.19129470198447368,-0.7512497854339835,-0.016493886870238946,0.9947,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8541562453988386,0.26652761681801695,1.1573495442882624,-0.264869832378779,0.2716034299086623,1.1533324501094626,-0.5233981542450835,-1.419282423865399,-0.7512497854339835,-0.27255282989072943,0.9926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8583293341229552,0.013245236437052128,1.5450284253348718,1.9455680991558415,0.3478909098119608,0.9606764652153311,-0.5549973875554068,-0.9021633486388981,0.4594758215812203,-0.27255282989072943,0.9961,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
